Washington Capitals	1975	12-18	Bob Gryp	LW	24	6-1	190	L/-	1	May 6, 1950	1 G, 7 A, 8 P
Washington Capitals	1975	25	Jim Hrycuik	C	25	5-10	180	L/-	R	October 7, 1949	1 G, 1 A, 2 P
Washington Capitals	1975	3	Greg Joly	D	20	6-1	190	L/-	R	May 30, 1954	9 G, 15 A, 24 P
Washington Capitals	1975	18	Ron Jones	D	23	6-1	195	L/-	3	April 11, 1951	4 G, 23 A, 27 P
Washington Capitals	1975	9	Dave Kryskow	LW	23	5-10	175	L/-	2	December 25, 1951	5 G, 10 A, 15 P
Washington Capitals	1975	7	Yvon Labre	D	25	5-11	190	L/-	2	November 29, 1949	12 G, 14 A, 26 P
Washington Capitals	1975	19	Pete Laframboise	C	25	6-2	185	L/-	3	January 18, 1950	8 G, 11 A, 19 P
Washington Capitals	1975	22	Ron Lalonde	C	22	5-10	170	L/-	2	October 30, 1952	0 G, 0 A, 0 P
Washington Capitals	1975	20	Bill Lesuk	LW	28	5-9	187	L/-	6	November 1, 1946	1 G, 5 A, 6 P
Washington Capitals	1975	1-30	Ron Low	G	24	6-1	205	-/L	1	June 21, 1950	16 G, 12 A, 28 P
Washington Capitals	1975	5	Joe Lundrigan	D	26	5-11	180	L/-	1	September 12, 1948	3 G, 7 A, 10 P
Washington Capitals	1975	19	Jack Lynch	D	22	6-2	180	R/-	2	May 28, 1952	2 G, 19 A, 21 P
Washington Capitals	1975	16	Mike Marson	LW	19	5-9	200	L/-	R	July 24, 1955	0 G, 4 A, 4 P
Washington Capitals	1975	4	Bill Mikkelson	D	26	6-0	185	L/-	2	May 21, 1948	4 G, 5 A, 9 P
Washington Capitals	1975	2	Doug Mohns	D	41	6-0	185	L/-	21	December 13, 1933	0 G, 0 A, 0 P
Washington Capitals	1975	22	Lew Morrison	RW	26	6-0	185	R/-	5	February 11, 1948	6 G, 4 A, 10 P
Washington Capitals	1975	24	Paul Nicholson	LW	20	6-0	190	L/-	R	February 16, 1954	0 G, 0 A, 0 P
Washington Capitals	1975	26	Andre Peloffy	C	23	5-8	160	L/-	R	February 25, 1951	0 G, 0 A, 0 P
Washington Capitals	1975	26	Nelson Pyatt	C	21	6-0	175	L/-	1	September 9, 1953	3 G, 8 A, 11 P
Washington Capitals	1975	18	Bill Riley	RW	24	5-11	195	R/-	R	September 20, 1950	1 G, 0 A, 1 P
Washington Capitals	1975	17	Rod Seiling	D	30	6-0	195	L/-	12	November 14, 1944	0 G, 2 A, 2 P
Washington Capitals	1975	6	Gord Smith	D	25	5-10	175	L/-	R	November 17, 1949	22 G, 36 A, 58 P
San Jose Sharks	1992	27	Perry Anderson	LW	30	6-1	225	L/-	9	October 14, 1961	4 G, 8 A, 12 P
San Jose Sharks	1992	37	Don Barber	LW	27	6-2	205	L/-	3	December 2, 1964	1 G, 3 A, 4 P
San Jose Sharks	1992	16	Perry Berezan	C	27	6-2	190	R/-	7	December 5, 1964	12 G, 7 A, 19 P
San Jose Sharks	1992	14	Steve Bozek	LW	31	5-11	180	L/-	10	November 26, 1960	8 G, 8 A, 16 P
San Jose Sharks	1992	15	David Bruce	RW	27	5-11	190	R/-	5	October 7, 1964	22 G, 16 A, 38 P
San Jose Sharks	1992	20	John Carter	LW	28	5-10	181	L/-	6	May 3, 1963	0 G, 0 A, 0 P
San Jose Sharks	1992	34	Michael Colman	D	23	6-3	225	R/-	R	August 4, 1968	0 G, 1 A, 1 P
San Jose Sharks	1992	39	Ed Courtenay	RW	23	6-4	215	R/-	R	February 2, 1968	0 G, 0 A, 0 P
San Jose Sharks	1992	21	Craig Coxe	C	28	6-4	210	L/-	7	January 21, 1964	2 G, 0 A, 2 P
San Jose Sharks	1992	33	Dale Craigwell	C	20	5-11	180	L/-	R	April 24, 1971	5 G, 11 A, 16 P
San Jose Sharks	1992	44	Kevin Evans	LW	26	5-9	185	L/-	1	July 10, 1965	0 G, 1 A, 1 P
San Jose Sharks	1992	8	Dean Evason	C	27	5-10	180	R/-	8	August 22, 1964	11 G, 15 A, 26 P
San Jose Sharks	1992	17	Pat Falloon	RW	19	5-11	190	R/-	R	September 22, 1972	25 G, 34 A, 59 P
San Jose Sharks	1992	22	Paul Fenton	LW	32	5-11	180	L/-	7	December 22, 1959	11 G, 4 A, 15 P
San Jose Sharks	1992	31	Wade Flaherty	G	24	6-0	171	-/L	R	January 11, 1968	6 G, 6 A, 12 P
San Jose Sharks	1992	23	Link Gaetz	D	23	6-3	215	L/-	2	October 2, 1968	5 G, 6 A, 11 P
San Jose Sharks	1992	10	Johan Garpenlov	LW	23	6-0	185	L/-	1	March 21, 1968	5 G, 10 A, 15 P
San Jose Sharks	1992	30	Jeff Hackett	G	23	6-1	198	-/L	2	June 1, 1968	2 G, 10 A, 12 P
San Jose Sharks	1992	6	Ken Hammond	D	28	6-1	190	L/-	6	August 22, 1963	11 G, 26 A, 37 P
San Jose Sharks	1992	1	Brian Hayward	G	31	5-10	180	-/L	9	June 25, 1960	0 G, 0 A, 0 P
San Jose Sharks	1992	10	Tony Hrkac	C	25	5-10	190	L/-	4	July 7, 1966	0 G, 0 A, 0 P
San Jose Sharks	1992	32	Arturs Irbe	G	24	5-8	190	-/L	R	February 2, 1967	15 G, 22 A, 37 P
San Jose Sharks	1992	11	Kelly Kisio	C	32	5-10	185	R/-	9	September 18, 1959	0 G, 2 A, 2 P
San Jose Sharks	1992	40	Mikhail Kravets	LW	28	5-10	195	L/-	R	November 12, 1963	5 G, 11 A, 16 P
San Jose Sharks	1992	26	Peter Lappin	RW	26	5-11	180	R/-	1	December 31, 1965	3 G, 1 A, 4 P
San Jose Sharks	1992	9	Brian Lawton	LW	26	6-0	180	L/-	7	June 29, 1965	1 G, 0 A, 1 P
San Jose Sharks	1992	13	Rick Lessard	D	24	6-2	206	L/-	2	January 9, 1968	4 G, 13 A, 17 P
San Jose Sharks	1992	38	Pat MacLeod	D	22	5-11	190	L/-	1	June 15, 1969	18 G, 28 A, 46 P
San Jose Sharks	1992	25	Bob McGill	D	29	6-1	193	R/-	10	April 27, 1962	7 G, 4 A, 11 P
San Jose Sharks	1992	22	Mike McHugh	LW	26	5-10	190	L/-	3	August 16, 1965	0 G, 1 A, 1 P
San Jose Sharks	1992	4	Jay More	D	23	6-1	210	R/-	2	January 12, 1969	8 G, 14 A, 22 P
San Jose Sharks	1992	19	Brian Mullen	RW	29	5-10	180	L/-	9	March 16, 1962	3 G, 0 A, 3 P
San Jose Sharks	1992	35	Jarmo Myllys	G	26	5-8	160	-/L	3	May 29, 1965	0 G, 0 A, 0 P
San Jose Sharks	1992	36	Jeff Odgers	RW	22	5-11	200	R/-	R	May 31, 1969	0 G, 1 A, 1 P
San Jose Sharks	1992	16	Mark Pavelich	C	33	5-8	170	R/-	6	February 28, 1958	8 G, 11 A, 19 P
San Jose Sharks	1992	7	Wayne Presley	RW	26	5-11	195	R/-	7	March 23, 1965	0 G, 3 A, 3 P
San Jose Sharks	1992	28	Jean-Francois Quintin	C	22	6-0	187	L/-	R	May 28, 1969	4 G, 15 A, 19 P
San Jose Sharks	1992	45	Claudio Scremin	D	23	6-2	205	R/-	R	May 28, 1968	3 G, 25 A, 28 P
San Jose Sharks	1992	18	Dave Snuggerud	LW	25	6-0	190	L/-	2	June 20, 1966	9 G, 19 A, 28 P
San Jose Sharks	1992	47	Mike Sullivan	C	23	6-2	204	L/-	R	February 27, 1968	1 G, 8 A, 9 P
St. Louis Blues	1968	3	Al Arbour	D	35	6-0	180	L/-	10	November 1, 1932	1 G, 10 A, 11 P
St. Louis Blues	1968	8	Ron Attwell	C	32	6-0	185	R/-	R	February 9, 1935	1 G, 7 A, 8 P
St. Louis Blues	1968	21	Norm Beaudin	RW	26	5-8	165	R/-	R	November 28, 1941	1 G, 1 A, 2 P
St. Louis Blues	1968	7	Red Berenson	LW	28	6-0	185	L/-	6	December 8, 1939	22 G, 29 A, 51 P
St. Louis Blues	1968	1	Don Caley	G	22	5-10	160	-/L	R	October 9, 1945	7 G, 2 A, 9 P
St. Louis Blues	1968	21	Craig Cameron	RW	22	6-0	200	R/-	1	July 19, 1945	0 G, 0 A, 0 P
St. Louis Blues	1968	21	Claude Cardin	LW	26	5-10	178	L/-	R	February 17, 1941	9 G, 20 A, 29 P
St. Louis Blues	1968	19	Terry Crisp	C	24	5-10	180	L/-	1	May 28, 1943	6 G, 8 A, 14 P
